"BenSampID","StationID","CollDate","StreamName","Basin","Subecoregion","CollMeth","Location","Sample Season","RepNum","FamTotTaxa","FamEPTTax","%Ephem","%PT - Hydropsychidae","Fam%Scrap","%Chiro","Fam%2Dom","FamHBI","%Ephem Score","%PT-H Score","%Chironomidae Score","Fam Richness Score","Fam EPT Score","Fam %Scraper Score","Fam %2Dom Score","Fam %MFBI Score","Fam SCI","Season","Year","Target_Count","method","limit","EcoregionCode","TotTaxa","HBI","EPTTax","%5Dom","%ClngP-HS","Richness Score","RichnessFinal","HBIScore","HBIFinal","EPT Score","EPTFinal","EPHEM","PT-H","Pct5DOM","PctClng-HS","CPMI63+CHOWAN","%Scrap","%Intoler","PctScrap","PctIntol","CPMI65-CHOWAN","ID","IRYear","CollectorID","Region","EcoRegion","County","AssessmentMethod","Reviewer","SeasonalDifferences","SummaryAssessment","FactorsWatershed","RecentChange","FinalAssessmentRating"
"COP11338R110","6BCOP007.97",2018-10-17,"Copper Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 627","Fall 2018",1,13,6,43.64,0.9,34.55,6.36,56.36,4.51,71.18,2.55,93.64,59.09,54.55,66.95,63.06,80.75,61.47,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTL10779R110","6BLTL003.31",2018-04-10,"Little Cedar Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Behind Lebanon Hospital","Spring 2018",1,11,3,10,0,51.82,30,65.45,4.96,16.31,0,70,50,27.27,100,49.92,74.06,48.45,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTL11347R110","6BLTL003.31",2018-10-18,"Little Cedar Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Behind Lebanon Hospital","Fall 2018",1,12,5,18.18,0,37.27,3.64,69.09,5.11,29.66,0,96.36,54.55,45.45,72.23,44.67,71.93,51.86,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAT9543R110","6BPAT000.13",2017-05-08,"Pattonsville Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 603 E. of Powers Ford","Spring 2017",1,16,10,36.36,27.3,29.09,9.09,34.55,3.7,59.32,76.61,90.91,72.73,90.91,56.38,94.59,92.65,79.26,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAT10258R110","6BPAT000.13",2017-10-12,"Pattonsville Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 603 E. of Powers Ford","Fall 2017",1,13,6,61.82,10.9,43.64,2.73,57.27,4.4,100,30.64,97.27,59.09,54.55,84.57,61.74,82.3,71.27,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XSD10675R110","6BXSD000.74",2018-03-28,"Cowan Creek tributary @ 3.40","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off of Rt. 685 (Buckeye Creek Rd.)","Spring 2018",1,19,12,26.36,33.6,12.73,5.45,25.45,3.94,43.01,94.48,94.55,86.36,100,24.67,100,89.06,79.02,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEV10778R110","6CBEV015.27",2018-04-30,"Beaver Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","STATE STREET & 8TH IN BRISTOL, VA-TENN","Spring 2018",1,10,5,27.27,0.9,14.55,27.27,48.18,5.47,44.49,2.55,72.73,45.45,45.45,28.19,74.88,66.58,47.54,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEV11259R110","6CBEV022.29",2018-04-30,"Beaver Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sugar Hollow Park near picnic shelters D & F","Spring 2018",1,10,5,63.64,3.6,16.36,5.45,79.09,4.27,100,10.21,94.55,45.45,45.45,31.71,30.22,84.22,55.23,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BEV11529R110","6CBEV022.29",2018-12-05,"Beaver Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sugar Hollow Park near picnic shelters D & F","Fall 2018",1,15,8,11.82,14.5,45.45,3.64,63.64,4.28,19.28,40.86,96.36,68.18,72.73,88.09,52.55,84.09,65.27,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMC9505R110","6CBMC036.55",2017-05-01,"Big Moccasin Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 613 Off Pvt. Farm Rd.","Spring 2017",1,16,6,37.27,2.7,50,14.55,37.27,4.54,60.8,7.66,85.45,72.73,54.55,96.9,90.65,80.35,68.64,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BMC10097R110","6CBMC036.55",2017-09-18,"Big Moccasin Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 613 Off Pvt. Farm Rd.","Fall 2017",1,10,5,72.73,0,43.64,0,55.45,4.04,100,0,100,45.45,45.45,84.57,64.37,87.7,65.94,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BYS9671R110","6CBYS000.08",2017-05-02,"Byers Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 735 @ Bramblewood Farm","Spring 2017",1,10,4,39.09,0.9,27.27,18.18,52.73,4.63,63.77,2.55,81.82,45.45,36.36,52.85,68.31,79.01,53.77,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BYS10189R110","6CBYS000.08",2017-10-18,"Byers Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 735 @ Bramblewood Farm","Fall 2017",1,18,9,35.45,8.2,18.18,20,38.18,4.77,57.84,22.98,80,81.82,81.82,35.24,89.33,76.87,65.74,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOW10841R110","6CDOW000.02",2018-03-15,"Dowell Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 689 off 58/221","Spring 2018",1,10,2,2.73,0,17.27,18.18,77.27,5.61,4.45,0,81.82,45.45,18.18,33.47,32.84,64.57,35.1,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DOW11656R110","6CDOW000.02",2018-10-17,"Dowell Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 689 off 58/221","Fall 2018",1,16,6,27.27,4.5,48.18,1.82,46.36,4.75,44.49,12.77,98.18,72.73,54.55,93.38,77.51,77.27,66.36,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRN10720R110","6CGRN003.29",2018-03-15,"Greendale Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 19","Spring 2018",1,14,4,0.91,3.6,37.27,3.64,78.18,5.07,1.48,10.21,96.36,63.64,36.36,72.23,31.53,72.46,48.04,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GRN11378R110","6CGRN003.29",2018-10-24,"Greendale Creek","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 19","Fall 2018",1,11,6,10,3.6,22.73,5.45,60.91,5.27,16.31,10.21,94.55,50,54.55,44.05,56.49,69.52,49.46,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH11239R110","6CMFH011.31",2018-05-15,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 706 near Neff","Spring 2018",1,14,6,35.45,14.5,22.73,24.55,43.64,4.26,57.84,40.86,75.45,63.64,54.55,44.05,81.45,84.36,62.77,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH11308R110","6CMFH011.31",2018-11-05,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 706 near Neff","Fall 2018",1,19,12,30,8.2,40.91,5.45,50,4.42,48.94,22.98,94.55,86.36,100,79.28,72.25,82.09,73.31,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH10780R110","6CMFH026.00",2018-05-15,"Middle Fork Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","OFF RT. 608 WASHIGTON, SMYTH CO. LINE","Spring 2018",1,10,4,42.73,2.7,21.82,21.82,59.09,4.7,69.7,7.66,78.18,45.45,36.36,42.28,59.12,77.94,52.09,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH10678R110","6CMFH045.83",2018-05-15,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 693 above Marion, VA","Spring 2018",1,16,9,54.55,4.5,24.55,3.64,52.73,4.28,88.98,12.77,96.36,72.73,81.82,47.57,68.31,84.09,69.08,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH11332R110","6CMFH045.83",2018-11-05,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 693 above Marion, VA","Fall 2018",1,15,11,56.36,9.1,30,3.64,53.64,4.31,91.95,25.54,96.36,68.18,100,58.14,67,83.69,73.86,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH11333R110","6CMFH045.83",2018-11-05,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Rt. 693 above Marion, VA","Fall 2018",2,13,9,47.27,11.8,43.64,0.91,62.73,4.34,77.12,33.2,99.09,59.09,81.82,84.57,53.86,83.29,71.5,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH10763R110","6CMFH055.88",2018-05-15,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Route 679","Spring 2018",1,17,8,22.73,33.6,20,8.18,49.09,3.53,37.08,94.48,91.82,77.27,72.73,38.76,73.57,95.19,72.61,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MFH11325R110","6CMFH055.88",2018-11-05,"M. F.  Holston River","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Route 679","Fall 2018",1,12,7,14.55,1.8,73.64,0.91,76.36,4.35,23.73,5.11,99.09,54.55,63.64,100,34.16,83.16,57.93,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAT9540R110","6CTAT000.50",2017-05-02,"Tattle Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 736 across from quarry","Spring 2017",1,12,6,39.09,2.7,36.36,11.82,66.36,4.45,63.77,7.66,88.18,54.55,54.55,70.47,48.61,81.68,58.68,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TAT10125R110","6CTAT000.50",2017-10-18,"Tattle Branch","Tennessee-Big Sandy","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Off Rt. 736 across from quarry","Fall 2017",1,14,7,12.73,19.1,46.36,5.45,60,4.18,20.76,53.63,94.55,63.64,63.64,89.85,57.8,85.56,66.18,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCK9290R110","9-BCK015.88",2016-05-25,"Back Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Below Rt. 636 (Blair's Farm)","Spring 2016",1,8,4,2.73,5.5,60,18.18,78.18,4.46,4.45,15.32,81.82,36.36,36.36,100,31.53,81.42,48.41,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BCK9516R110","9-BCK015.88",2016-11-17,"Back Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Below Rt. 636 (Blair's Farm)","Fall 2016",1,9,4,4.55,7.3,39.09,20,65.45,4.75,7.42,20.43,80,40.91,36.36,75.76,49.92,77.14,48.49,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SFK9572R110","9-SFK003.38",2017-04-17,"Stony Fork","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","off Rt. 52","Spring 2017",1,15,8,12.73,20,6.36,29.09,50,4.49,20.76,56.18,70.91,68.18,72.73,12.33,72.25,81.02,56.8,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SFK10407R110","9-SFK003.38",2017-10-30,"Stony Fork","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","off Rt. 52","Fall 2017",1,19,10,18.18,34.5,2.73,29.09,54.55,3.62,29.66,97.04,70.91,86.36,90.91,5.29,65.69,93.85,67.46,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNK10522R110","9-SNK008.19",2017-09-28,"Sinking Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sinking Creek at Covered Bridge Ln. near Newport, VA (below MVP crossing)","Fall 2017",1,17,10,33.64,17.3,30,5.45,34.55,3.92,54.87,48.52,94.55,77.27,90.91,58.14,94.59,89.44,76.04,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNK10804R110","9-SNK008.19",2018-04-10,"Sinking Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sinking Creek at Covered Bridge Ln. near Newport, VA (below MVP crossing)","Spring 2018",1,13,8,59.09,5.5,7.27,26.36,74.55,4.47,96.4,15.32,73.64,59.09,72.73,14.09,36.78,81.28,56.17,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNK10521R110","9-SNK009.56",2017-09-28,"Sinking Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sinking Creek along Rt. 604 near Newport, VA (above MVP crossing)","Fall 2017",1,17,10,68.18,10.9,45.45,1.82,50.91,3.66,100,30.64,98.18,77.27,90.91,88.09,70.94,93.27,81.16,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SNK10805R110","9-SNK009.56",2018-04-10,"Sinking Creek","New River","Southern Limestone/Dolomite Valleys and Low Rolling Hills (67f)","Riffle","Sinking Creek along Rt. 604 near Newport, VA (above MVP crossing)","Spring 2018",1,11,6,39.09,7.3,18.18,41.82,60.91,4.75,63.77,20.43,58.18,50,54.55,35.24,56.49,77.27,51.99,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STV11297R110","2ASTV001.35",2018-06-14,"Shawvers run","James","Southern Sandstone Ridges (67h)","Riffle","Along Rt. 607 near VTSSS site","Spring 2018",1,17,12,10,15.5,6.36,11.82,58.18,4.68,16.31,43.41,88.18,77.27,100,12.33,60.43,78.21,59.52,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STV11631R110","2ASTV001.35",2018-10-04,"Shawvers run","James","Southern Sandstone Ridges (67h)","Riffle","Along Rt. 607 near VTSSS site","Fall 2018",1,22,15,23.64,24.5,13.64,3.64,44.55,3.87,38.56,68.95,96.36,100,100,26.43,80.14,90.12,75.07,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAR10111R110","2-BAR010.10",2017-04-05,"Barbours Creek","James","Southern Sandstone Ridges (67h)","Riffle","Rt. 617","Spring 2017",1,19,12,55.45,27.3,20,4.55,45.45,3.56,90.46,76.61,95.45,86.36,100,38.76,78.82,94.69,82.65,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAR10183R110","2-BAR010.10",2017-04-05,"Barbours Creek","James","Southern Sandstone Ridges (67h)","Riffle","Rt. 617","Spring 2017",2,23,14,52.73,25.5,16.36,2.73,39.09,3.2,86.02,71.5,97.27,100,100,31.71,88.02,100,84.32,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BAR10688R110","2-BAR010.10",2017-11-02,"Barbours Creek","James","Southern Sandstone Ridges (67h)","Riffle","Rt. 617","Fall 2017",1,21,15,50,30.9,14.55,5.45,39.09,3.05,81.57,86.82,94.55,95.45,100,28.19,88.02,100,84.32,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOB10103R110","2-JOB030.92",2017-04-20,"Johns Creek","James","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 632","Spring 2017",1,20,8,27.27,18.2,21.82,15.45,32.73,4.29,44.49,51.07,84.55,90.91,72.73,42.28,97.21,83.92,70.9,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOB10113R110","2-JOB030.92",2017-04-20,"Johns Creek","James","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 632","Spring 2017",2,22,10,30,23.6,26.36,12.73,32.73,4.2,48.94,66.39,87.27,100,90.91,51.09,97.21,85.29,78.39,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JOB10702R110","2-JOB030.92",2017-08-28,"Johns Creek","James","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 632","Fall 2017",1,18,7,27.27,25.5,24.55,19.09,41.82,4.26,44.49,71.5,80.91,81.82,63.64,47.57,84.08,84.36,69.8,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPS9001R110","2-LPS000.10",2016-03-24,"Lipes Branch","James","Southern Sandstone Ridges (67h)","Riffle","Along Lipes Trail, Rt. 617","Spring 2016",1,16,11,56.36,14.5,26.36,16.36,44.55,4.08,91.95,40.86,83.64,72.73,100,51.09,80.14,87.02,75.93,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LPS9415R110","2-LPS000.10",2016-11-12,"Lipes Branch","James","Southern Sandstone Ridges (67h)","Riffle","Along Lipes Trail, Rt. 617","Fall 2016",1,21,16,45.45,27.3,10,3.64,51.82,2.94,74.15,76.61,96.36,95.45,100,19.38,69.63,100,78.95,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIB10827R110","6CLIB005.31",2018-05-24,"Lick Creek","Tennessee-Big Sandy","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 621","Spring 2018",1,15,9,38.18,29.1,5.45,11.82,32.73,3.45,62.29,81.72,88.18,68.18,81.82,10.57,97.21,96.39,73.3,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LIB10828R110","6CLIB005.31",2018-05-25,"Lick Creek","Tennessee-Big Sandy","Southern Sandstone Ridges (67h)","Riffle","Off Rt. 621","Spring 2018",2,21,11,40,28.2,12.73,10.91,40,3.49,65.25,79.16,89.09,95.45,100,24.67,86.71,95.72,79.51,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
